ID_Karyawan,nama_karyawan,departemen_karyawan,jabatan_karyawan,gaji_karyawan
8836b4ce-8550-48f9-b0ad-1cbd81102ef3,Angela Stanton,Acupuncturist,Warden/ranger,4716.54
46946096-3ff5-4743-b5f7-7574bb70c599,Jennifer Gonzalez,Insurance account manager,Metallurgist,3172.15
820f9978-24f8-43d3-8196-26757d093964,David Lynch,Printmaker,Chief Marketing Officer,5260.4
3290d37d-965a-4159-b660-8b717c5ebcc5,Brittany Mccoy,Event organiser,Museum/gallery curator,3866.75
b05163c1-31e3-4285-adc6-264ba248b5d4,Lee Munoz,"Programmer, multimedia","Sales professional, IT",9673.24
59483326-d2fe-4269-886b-81881a95864b,Richard Rodriguez,Plant breeder/geneticist,Surgeon,7993.91
d49e75a2-b799-4aa5-a6e8-a13f61b8ba51,Lucas Small,Warden/ranger,Jewellery designer,5871.76
8396bf29-8fb2-40f6-83ad-f25ddcb7a306,Andrew Ellison,Community education officer,Recycling officer,9157.58
2dede809-15d7-4f6a-8644-ba4671ddca80,David West,Broadcast journalist,Camera operator,3565.09
25ae67b2-c314-4970-ac3e-70ed72265d70,Shannon Arnold,Immigration officer,"Psychologist, educational",5620.2
6ad98568-ce05-43ed-9f5d-43fa605b9361,Carl Tyler,Airline pilot,Recruitment consultant,8337.44
28169625-65fb-45ac-ae3b-9648106e1521,Travis Garrett,Heritage manager,Food technologist,5974.34
4e1dd84d-3782-4e32-9824-b123c174cc53,Rachel Wood,Contracting civil engineer,Public house manager,4869.07
a3395c31-36d9-44bd-a715-d7bb5b6fcafe,Heather Brown,Patent attorney,"Scientist, research (physical sciences)",3249.09
f3d157cf-77a6-465e-96b7-1f17306f52ea,Carla Holden,Furniture designer,Advertising art director,6196.8
6031c6d6-8fff-44b5-821d-d22e94eae7ef,Tim Burke,"Engineer, petroleum",Prison officer,9527.42
87b8f651-d6dd-47fc-bc4f-ce522b1f7798,Ruth Miller,Tourist information centre manager,Exercise physiologist,7079.72
ff6b47ef-1ba7-42b4-be53-9cf3d36b301c,Charles Lin,Make,"Psychologist, forensic",7903.44
cac40786-40e6-4cde-89b3-c2514b3eb5f4,Jason Owens,General practice doctor,Community education officer,8645.24
15d32de5-576b-4f26-ab1c-13d0a85ab233,Kevin Ferguson,Television camera operator,Petroleum engineer,8633.69
8f71df1a-112f-4585-9868-5fbe185c8c8f,Kimberly Baker,Landscape architect,Water engineer,7484.1
0d69fd4a-d218-4642-bf07-0e85c193b6de,Scott Walters,Geochemist,Patent attorney,7440.09
650acd0e-53fb-4b78-b9fb-1a28ada8ffd3,Kathryn Ruiz,"Teacher, primary school",Senior tax professional/tax inspector,7482.4
8132e8b9-b30f-486b-9f3e-1ae24f59e191,Arthur Sullivan,International aid/development worker,International aid/development worker,6356.16
b03ece56-0414-4151-8b83-e449c92d02d3,Rodney Miller,Film/video editor,"Pharmacist, hospital",4442.7
e7c21f48-5698-44b6-8366-c000cb6bb537,Spencer Nguyen,Arts development officer,Advice worker,8679.33
eb5769f3-9ea7-4eac-b87f-7dbcd075053f,Jeremy Nguyen,Social worker,Teaching laboratory technician,8124.61
104b9a18-f050-4c67-a2ec-960ee5d5a628,Gregory Wilson MD,Psychotherapist,"Teacher, early years/pre",3265.62
3b4dac80-b2d9-44ca-ab96-037fbf840059,Jessica Nichols,Fish farm manager,"Clinical scientist, histocompatibility and immunogenetics",7527.94
b54e22aa-7278-428c-a3ba-18448951d3b5,Amy Pollard,Equality and diversity officer,Occupational hygienist,8278.19
568ea98e-59c6-445d-9114-4609a14f1068,Ashley Vazquez,Acupuncturist,Management consultant,8844.82
6e646f6f-1304-405d-89be-51d38d900ca7,Virginia Norman,Control and instrumentation engineer,Public relations account executive,6453.06
09d7e28d-f044-44d7-9954-78f28ea2af22,Jon Vega IV,Clinical cytogeneticist,"Engineer, structural",3742.66
d858555d-22fd-4b49-bd5b-fed72de5e820,Charles Jensen,Public house manager,Land/geomatics surveyor,4865.58
19bdeb15-7051-45df-ae90-975a833e4b90,Robert Thomas,"Conservation officer, nature","Production assistant, television",6024.85
cdb0db42-5dbf-445e-8b17-1263b7564eb2,Laura Archer,Customer service manager,"Nurse, mental health",9955.57
8584feff-dfb7-4956-9a13-d4f075211fc3,Alexandra Smith,Building surveyor,"Designer, multimedia",7301.53
5385429a-e033-404d-b72e-c6d4f5099766,Diana Hill,Advertising art director,Chief Marketing Officer,3573.94
fa272279-8108-4b57-8fcc-dd23a358c2ec,Jerry White,Planning and development surveyor,Scientific laboratory technician,9177.27
08783cfe-0ee4-43af-b4da-937f055e198c,Tammy Hale,"Exhibitions officer, museum/gallery",Trade mark attorney,8701.62
0dbfc593-0983-4bfe-aa06-97d58fde60fe,Christopher Henry,Animator,"Engineer, agricultural",5378.2
81249ea0-82f0-4093-a865-1a25242d83d5,Samantha Dean,"Nurse, mental health",Management consultant,9500.36
f8521f90-ec5e-4861-bc73-0f23c416c55d,Jennifer Hamilton,Advertising account executive,Environmental consultant,3133.17
7af9c55b-ca1f-42cf-9bb1-cdee939dc3a2,Robert Burnett,Aid worker,Building services engineer,5190.42
88887dfa-9f85-4ef0-8577-fa69ecfad1f7,Matthew Smith,"Education officer, environmental",Best boy,9770.91
b0172959-e77c-4062-a0b6-a2eee507f56c,Mr. Edwin Sanchez,"Designer, exhibition/display",Broadcast presenter,7071.3
181f677e-976e-489a-9387-4c344fb46ecf,Olivia Frazier,Financial risk analyst,Trading standards officer,6380.02
ffb3b78b-8edc-4c9a-9f45-39513e4e48ac,Robin Rose,"Education officer, environmental",Estate agent,3761.15
99224492-21c8-490f-9e2e-0fed2f5264e0,Michael Coleman,"Engineer, maintenance",Exhibition designer,8529.61
aa402572-0167-4dc8-ad29-575b3f8b8f8f,Mr. Ryan Perez,Health visitor,"Administrator, Civil Service",7459.52
bfc3130f-0752-4401-9fec-3339ca9bc552,Justin Lutz,"Nurse, adult","Administrator, sports",8636.62
8ab9f6b7-dbcd-4ae0-8935-a72c949f0d5f,Jessica Shaw,Quarry manager,"Surveyor, insurance",6728.0
d14f1e97-64c9-4f49-ad47-87508b092f86,Leonard Hayes,Fine artist,Clothing/textile technologist,9895.07
c1fc1a01-d2fe-4a08-a27e-dbda9c3a94c9,Monica Martinez,"Scientist, research (medical)",Marketing executive,4815.19
dc96f889-611a-434b-9c52-cef73beb3374,Darius Rhodes,Editorial assistant,Museum/gallery exhibitions officer,3567.12
9aedadfe-5c37-4f9f-9799-ddd6023f2953,Christina Nguyen,Commercial art gallery manager,"Geologist, engineering",7700.14
b462eec3-b41b-4280-ac50-85ae9c10ea20,Katie Edwards,"Designer, interior/spatial",Forensic psychologist,4649.72
d0655240-354b-4ca9-b803-6ac3d44b7984,Alex Meyer,Trading standards officer,Television floor manager,4308.52
9706924c-96b7-459e-8511-e36603e9124d,Michelle Ruiz,Economist,"Teacher, primary school",9543.07
3ccdaa9e-b1c6-41fc-aedc-0d00a48a189e,Michael Willis,"Accountant, chartered management",Microbiologist,7762.09
141b8410-4218-4f7f-b76d-82d153f60789,Lindsay Hawkins,Multimedia specialist,"Engineer, energy",5993.74
89fe80b2-988b-4cb4-9782-ebcfe5c4f0ea,Brenda Newton,Theme park manager,"Engineer, civil (consulting)",9869.76
483430cb-7be1-43e0-859e-bd85264c6575,Mark Hubbard,Equality and diversity officer,Architectural technologist,5534.28
eb5978c4-f00a-48d4-8056-ff531bd5b375,John Robinson,Brewing technologist,"Accountant, chartered",9496.22
fa17ebba-028a-4fa3-9cca-0fc54bb95032,Crystal Navarro,Museum/gallery conservator,Financial risk analyst,5026.02
cb694eb8-46d3-4890-83fc-11aa32248b52,Robert Lewis,Forensic psychologist,Medical sales representative,5690.81
450c929d-114d-4083-bcfe-b25f8e685bf4,Sheila Long,Market researcher,Environmental health practitioner,7014.16
9ce5f097-8a9a-4dff-9335-2b2f0e6ce986,Pamela Eaton DVM,"Engineer, petroleum",Museum/gallery conservator,8117.54
ab5742ac-e3f5-4ad8-bf6b-53751ddad9c6,Megan Wright,Sales promotion account executive,Product manager,8543.33
db17c162-d684-46b0-adb8-8761ec370f4c,Jason Page,Occupational hygienist,Lexicographer,5180.43
9f057acc-68b3-4d79-a243-a994beac2699,Mary Walters,Commercial art gallery manager,Bookseller,8387.23
70831bac-4510-4eca-a440-65347a02b832,Erin Mata,Market researcher,Clinical embryologist,3482.6
af58e9e6-2e03-4d06-bf1a-35a2d1e064da,Dr. Elizabeth Arnold,Tree surgeon,Industrial buyer,8723.96
386d058c-aeea-4fae-ac05-bce84a47bf82,Nicole Adams,Hydrogeologist,Sub,3530.59
b3f8e4b7-ae9b-4c9c-9fc2-9c18623459c5,Kathleen Anderson,"Development worker, international aid",Catering manager,3148.56
bda22835-9907-41e8-8dd3-a45547773267,Ronald Nelson,Armed forces operational officer,"Engineer, mining",8647.97
df14ac65-bbd5-44d6-a833-93dde0f44c81,Mary Wright,Conference centre manager,"Scientist, water quality",6408.7
5c2aa2ed-05ba-4536-838e-fcecfc28b532,Alejandro Turner,"Designer, exhibition/display","Engineer, maintenance",7487.27
c3b1f45a-39d6-4a00-87d9-f97ae0b4e7d9,Steven Weaver,Production manager,Learning disability nurse,9218.83
6391cfad-68a4-4111-8694-f55fca04e3a7,Ryan Garner,Sports therapist,Hydrogeologist,3875.11
49e2ff0f-889a-421d-a318-239aaeedd279,Ryan Torres,Trade mark attorney,Administrator,3695.27
4b5f28f5-0831-4c47-8d77-64a1b42fdf0b,Danielle Snyder,"Investment banker, operational",Clothing/textile technologist,5332.97
a683f124-236f-439d-ba9c-9ac15f5a14f8,Donna Ball,Consulting civil engineer,Customer service manager,3704.22
be0fb4a3-3b7a-43a5-9e95-33de947b53cc,Jorge Vasquez,Automotive engineer,"Geneticist, molecular",9413.85
4a3af646-ed6c-4683-9d59-c3f9415c611f,Cathy Miller,Information systems manager,Glass blower/designer,5796.3
45429dc0-5d30-44d4-94b3-7b4ed0a49990,Michael Baird,Sport and exercise psychologist,Multimedia programmer,4049.79
2be3affb-f5d0-4dfc-8f3a-3980fb0768f1,Ethan Melton,Community development worker,Building services engineer,4760.77
6b6eeb87-1f7f-4ef8-b295-4ca4d3f7494d,Jamie Bowen,"Engineer, materials","Designer, blown glass/stained glass",9422.54
be8e57e0-ede8-4674-9bed-1fd995571380,Melissa Patterson,"Psychologist, sport and exercise",Theme park manager,9952.62
70a53708-54ca-4801-b007-3c4ef96fc1b2,Laura Griffin,Community development worker,"Solicitor, Scotland",3528.48
d142f3e0-48e6-44ea-9568-5993ce064cdb,Jared Washington,Town planner,"Pilot, airline",4310.41
10507098-fc56-4165-b39a-97841b6a6717,Kurt Phillips,Geochemist,"Therapist, nutritional",6496.62
205bd6d5-c355-49e2-8b3e-f07edae69441,Anthony Gutierrez,Microbiologist,"Civil engineer, consulting",4234.49
fedc7ced-0bc7-4fb2-856a-4d4ad1c7c4e0,Charles Lowe,Land/geomatics surveyor,Pathologist,5377.26
6a396acb-6c1a-4f1f-9e43-66bb82ff59d3,John James,Art gallery manager,"Journalist, broadcasting",7529.26
7115f6c0-46e2-4e8f-b285-0d8cfab58faa,Stephanie Paul,Youth worker,Community education officer,6395.1
5e5a7d7d-3d51-4541-bc44-d2f0e1222008,Lauren Rodriguez,Civil Service administrator,Theatre director,8663.85
eb5f204a-ca7a-4496-ae63-e8d7f5b5a6a9,Sarah Johnson,"Scientist, clinical (histocompatibility and immunogenetics)",Insurance claims handler,9112.36
be5814ad-60cb-47b0-a677-fb809907afbc,Rhonda Rodgers,Sports development officer,"Administrator, Civil Service",7694.36
0b4f8b78-a587-4e7a-8157-e71abe76ab13,Nicholas Mcdaniel,"Teacher, primary school",Artist,9550.97
72714fe0-1f12-4f5f-84d9-46ed1cde9327,Kathryn Smith,Product manager,Geophysical data processor,7452.06
3c42c99e-37c3-4da8-a2de-ba3528e7f339,Catherine King,Adult guidance worker,Print production planner,4985.43
a9c9a769-255c-455e-8a2e-602679383827,Natalie Rivera,Technical brewer,Leisure centre manager,4684.82
c20460a3-1e39-4584-b07f-ff1367f92303,Stephanie Mccullough,Equality and diversity officer,Financial adviser,6161.37
0405e06d-c8c1-400b-a95e-4c320558954a,Amy Cuevas,Naval architect,Database administrator,7805.07
f3459aba-f9b8-4ecc-a9cc-c1e88d11c738,Sheryl Small,"Therapist, speech and language",Animator,6866.26
ca99368d-3d31-4cb1-a4fa-40de8c1dbf09,Charles Jackson,Government social research officer,Ophthalmologist,5340.73
9cf12d02-8ed3-4b39-9a86-e0f2f43396d8,John Gilbert,Building surveyor,Chiropodist,5427.96
5f7f239a-4eac-418a-843f-031ef26057cf,Gary Rodriguez,"Pharmacist, hospital","Surveyor, minerals",4816.79
54c6515f-cdf9-4e14-be07-c5730ae00f23,Brian Johnson,Forensic psychologist,Mechanical engineer,4322.42
88af6d07-3db3-4629-9cd7-c13b11a0b48d,Riley Mercado,Advertising art director,TEFL teacher,3223.01
65b9b7c6-9aa7-49a1-9b72-b59174e1fcd8,Victoria Chan,"Administrator, local government",Magazine journalist,6399.46
915d11d9-9408-484a-a2ce-ff8e0e8617cd,Beth Bradley,Advertising art director,Advice worker,9782.85
3561e894-8524-4416-a185-68a75df8a053,Ronnie Short,Press sub,Higher education lecturer,4682.05
62f690a1-ea40-462f-b509-fd30ac1326a7,Sara Gonzales,Marine scientist,Accommodation manager,4201.3
efd1fd96-2a5d-4eb1-abe1-ab954c7505d5,Kelsey Mccarthy,"Journalist, broadcasting",Garment/textile technologist,9593.08
5885ee05-9c8d-473b-a5a8-4196314fa08c,Beth Burton,Charity fundraiser,Chartered certified accountant,4772.49
589200ac-8413-4193-953a-a36bcb0bf2cb,Alexis Madden,Software engineer,Intelligence analyst,9605.94
42cf67f0-c94a-49a5-9a3b-dd0094a73f20,Kristina Bell,Health and safety adviser,"Geologist, wellsite",6015.19
426b2380-ba33-41d8-810b-78763e0a916b,Billy Patel,Child psychotherapist,"Geneticist, molecular",6346.1
13eca9d7-1b48-4828-8da1-a4eed6df835c,Andrew Graham,Tax inspector,"Accountant, chartered public finance",3299.24
161c0ac6-e862-471d-afba-f3ec2bf858b4,Stephanie Nixon,"Engineer, mining",Immunologist,4495.39
c2a0ad0a-2a3d-4bf2-b803-e31e7e2ee32b,Richard Arnold,Primary school teacher,"Programmer, applications",5732.59
1e7bbd4c-2b44-4066-a4ee-678046ac3f4f,Robert Jones,Financial controller,Drilling engineer,5620.72
38a4e788-dc29-4dfc-896d-d737c44198f3,James Crawford,Counsellor,"Nurse, mental health",8936.26
4f3fd080-a118-4b8e-a615-4d4c06894b57,Ronald Fowler,Tour manager,Diagnostic radiographer,4465.66
d4c61cf0-489f-4693-85b4-7e4f27625e45,James Orozco,Games developer,Sales promotion account executive,3118.76
0fd90c82-10d8-4606-a7ec-38b8d2b45206,Valerie Potts,Architectural technologist,Corporate investment banker,8838.54
b4318394-ca65-47a7-8bbb-9cecb5a8c041,Hailey Coleman,Chartered accountant,Music tutor,9048.17
6a68dada-7b2c-4499-b462-c6c406817f26,Stephanie Strickland,Leisure centre manager,"Teacher, music",5602.96
d0d89a41-0b18-48a9-be58-c55870ac8b58,Thomas Bowman,Holiday representative,Petroleum engineer,9198.15
647b1f59-787f-4dfc-b08c-2165d25cb2c5,Dylan Sanford,Chief Marketing Officer,Fish farm manager,7520.95
e439e947-a641-445b-9154-3e335806d4e4,Karen Martinez,Sports administrator,"Radiographer, therapeutic",6618.82
4eaecd8f-cfb6-4edb-9e07-e15734dce6c6,Billy Wells,Manufacturing systems engineer,Higher education careers adviser,5575.38
9fbcf64c-ebfc-408b-af38-974d8a7b2c83,Anthony Weber,Sports coach,"Engineer, maintenance",9746.79
34f08d3b-779e-48dd-9a13-0d354100f5ba,Nancy Mitchell,Analytical chemist,Water quality scientist,7194.56
b38989ad-edc0-431e-823c-319cd0767d22,Dr. Monica Keith,Patent examiner,"Surveyor, rural practice",5905.96
8037e733-fd68-4fef-b49f-aac47e562651,Lorraine Bonilla,"Psychologist, clinical",Database administrator,3615.18
f72179ff-3597-4fa6-bff8-7d8140414ca0,Patrick Rodriguez,Town planner,Petroleum engineer,5209.46
94a90938-cb23-4c09-a81c-7ab4c76db821,Michael Mendoza,Financial controller,Herbalist,7869.62
809705ed-c19d-439c-8432-0748cc1d962e,Wendy Mendoza,"Nurse, children's","Psychologist, clinical",5494.67
12605198-9e95-44e2-b469-85eb4a16d1d8,Nancy Joseph,Forensic scientist,Corporate treasurer,8365.0
255324b8-eb65-4785-ade7-04159f2deb38,Lisa Hall,Sales promotion account executive,Surgeon,3574.09
453fe6f9-e08d-4ab0-8370-bb0421293ed9,Lisa Johnson,"Radiographer, diagnostic",Academic librarian,3659.34
b2a88314-b67d-418d-ba23-5545becd5a38,Jason Ford,Customer service manager,Video editor,3036.4
96f8a193-32e9-4ef0-9981-2ea5f7db1513,Johnny Thomas,"Designer, furniture","Therapist, drama",8925.78
39afa104-6c2c-4bb3-a336-44935d89b4eb,Brittany Smith,Probation officer,"Scientist, research (life sciences)",7091.28
a65bbf8a-d0a0-4721-86cb-047cfbadfae4,Emily Russell,Fisheries officer,Chemical engineer,3517.1
2f8fec7a-0752-442c-8083-5881557f6fd7,Haley Jones,Data scientist,Advertising copywriter,9579.64
eafbec16-ee78-4648-ae28-cf7aee5b711d,Latoya Powell,Tax inspector,Land,7532.88
02324f19-9654-4c4c-a325-098f5800fd97,Erin Brown,Location manager,Ranger/warden,8179.19
50224a12-5922-442a-8d0c-64aa53440e61,Sarah Osborne,Solicitor,Mudlogger,7694.85
4fae4861-5a52-49f2-ad71-9917c1ca0264,Jasmine Green,Charity officer,Midwife,6433.61
3b65c27c-30fe-47a4-af79-1be203b82ba4,Robert Lutz,Economist,Insurance claims handler,6814.17
c1389884-a984-4ac1-a9ec-910d95a6852e,Elizabeth Holmes,Claims inspector/assessor,"Engineer, structural",4973.84
11065f1d-43be-4d2f-9afb-063177f3b722,Joseph Jones,"Social research officer, government",Psychiatric nurse,9600.28
9ad2630f-5494-472f-9d1c-fdcad6e39275,Elizabeth Morton,"Conservator, museum/gallery",Planning and development surveyor,5045.11
5a2a7519-54e8-4756-a938-5643ef37051b,David Flores,Optometrist,Arts development officer,7190.18
a2c32bb0-b214-4f7f-a99c-56090391bd6e,Sara Dixon,Museum/gallery conservator,Ceramics designer,7989.83
8bb60733-2600-4a7e-9f2f-8d2ca881c6f0,Jamie Hammond,Printmaker,Animator,4673.6
a8d49297-e513-4bcc-967f-0dabb952af45,Christopher Beasley,Music therapist,Sales executive,9890.44
c82f7fe1-e03b-4391-a64b-c54209b7d141,Heidi Rice,Health and safety inspector,Ceramics designer,4866.03
5821bd9a-deb3-40c5-bcbb-71a41fb39175,Susan Byrd,"Producer, television/film/video","Designer, multimedia",8179.65
2b1782e3-f4c9-47ff-950c-73b35efe6fcd,Jose Williams,"Engineer, water",Housing manager/officer,9286.76
a7c73e1a-53ec-46b5-a578-a455f9ebe002,Kimberly Cole,Recruitment consultant,"Designer, multimedia",8180.24
ffa55f40-f281-4e80-bba6-e81b52c27bd0,Jeffrey Payne,Games developer,Town planner,8710.66
13c42540-356a-4612-a2f2-74e01fa06e4c,Aaron Adkins,Architectural technologist,Biomedical engineer,3273.45
1f2099af-2691-45d1-b027-d2ec721975eb,Jeremy Ramirez,Dance movement psychotherapist,Landscape architect,7945.11
9b0520b6-edfd-40b2-8705-a6e999089e1a,Chelsea Dunn,"Civil engineer, contracting","Production assistant, television",8785.12
1d710349-01b4-425c-8f81-7fa4d0a4d4e2,Christian Williams,"Pilot, airline",Media buyer,5625.53
4064bcd9-1e50-4e4c-b28f-9caebd28ce51,Cameron Mcfarland,Medical illustrator,Chartered certified accountant,8980.25
2a35d72a-dea0-4459-adc0-41a310172d63,Elizabeth Santana,"Designer, textile",Film/video editor,7819.61
56030abc-0d50-4329-8f7b-b61d3c660694,Natasha Duncan,"Nurse, children's","Designer, jewellery",5615.21
feff15a2-5020-483f-a75c-83e86078d891,Matthew Mayer,"Therapist, sports",Diplomatic Services operational officer,6721.42
6da6b17b-c2ad-4178-bab3-61889cd98104,Elizabeth Farley,Pharmacologist,"Solicitor, Scotland",5522.36
8da50985-c388-47a9-9ad7-107507eabb3f,Melissa White,Sports administrator,"Production assistant, television",6155.35
595d9a28-680f-43b3-bac2-e5ca668be90d,Joseph Edwards,Graphic designer,"Designer, interior/spatial",5487.4
fc300b5a-9e66-41bd-94c2-76e111ab4a4e,Gene Guerrero,"Accountant, chartered management",Tree surgeon,7218.74
5de3233b-fd28-4b2d-92db-f2b9d715b725,Joseph Gray MD,Web designer,Estate manager/land agent,9272.93
c2997747-3139-4d9f-93b5-828d3a079c49,Jeanette Hansen,"Lecturer, further education",Planning and development surveyor,5358.32
36eaeba6-285f-40e0-b673-a20108bfbf80,Peter Gordon,"Producer, television/film/video",Risk manager,9327.58
ad6c64f6-86f9-4743-9169-8224a0dd5c3e,Cassidy Cain,Financial risk analyst,Cytogeneticist,4009.59
96201db2-61d2-4e61-9ee8-d1b0b34d7c42,Elizabeth Ball,"Engineer, aeronautical",Jewellery designer,9067.05
b0483165-cc01-4544-a2e3-98f554cd080b,Melissa Baker,Holiday representative,Warden/ranger,4056.47
7b8f8631-8303-4a5d-9f9b-cce8c9d95378,Amy Hendricks,"Sales professional, IT",Public affairs consultant,5838.48
356f1649-c538-446a-a417-97b27709465c,Karen Lee,Health service manager,"Psychologist, counselling",5724.68
3d910a7f-4e94-44b3-a5e1-b6754ef1c046,Anthony Reed,Physiotherapist,Fisheries officer,7222.33
01d7e0e2-748f-44af-b008-8c6a28bd6176,Craig Garrison,"Teacher, English as a foreign language",Health and safety adviser,9855.43
6cd85c3f-b014-463e-a081-036906551240,Kaitlin Stone,Garment/textile technologist,Podiatrist,6397.49
80848bbf-af55-4af9-9e62-ee28c5f656d2,Linda Rogers,Rural practice surveyor,Environmental consultant,4432.44
32114aea-0f91-42b4-93fc-2dec9b18b3ef,Anthony Campbell,Technical sales engineer,Purchasing manager,6842.51
6af07ec3-dd80-4e1d-9408-97e7c5ddf96e,Colleen Mitchell,Music tutor,"Lecturer, higher education",5546.57
dd467735-537d-4e97-a92c-d9a523a7cf62,Frances Valentine,Museum/gallery exhibitions officer,Health visitor,5682.74
a1846838-7a98-495d-885b-5e184e440acd,Rachel Lewis,Site engineer,Agricultural consultant,3614.81
8d00675d-679a-4ca0-94d3-b54bb1e00dba,Michael Powers,Media planner,Sport and exercise psychologist,6981.77
a60ae1bc-cab0-44a2-8f27-41c80fb0fbbe,Ebony Wilson,"Designer, ceramics/pottery",Chartered public finance accountant,9128.96
475c4411-a66c-4ebe-a92d-d5c5c52f971b,Mr. Richard Miller,"Psychologist, forensic",International aid/development worker,9913.84
3ca9a25b-ef90-4c51-9dbc-6543de9a49b5,Samantha Taylor,"Surveyor, hydrographic","Scientist, biomedical",8323.61
db5dad8f-02f8-447c-adc0-7145bb8d3bcd,Richard Velazquez,"Librarian, academic",Patent attorney,6058.27
c5ce62c4-273c-4091-88ca-1f4a41da7752,Thomas Price,Building services engineer,Dispensing optician,8140.57
5fe5ad24-af55-478f-8971-3007a374139f,Cameron Bartlett,Quality manager,Engineering geologist,8333.32
16c48e0c-042e-491b-b2f4-8931cc2dd82e,Sheila Calhoun,"Designer, blown glass/stained glass",Solicitor,6922.6
6063f5ce-d6e4-4821-b973-0fbf826a543c,Kim Hebert PhD,Lexicographer,Government social research officer,5015.52
85939ff1-8985-40fd-aace-399458391059,Megan Matthews,Careers information officer,Clinical psychologist,3573.11
799c48d0-d7b1-4354-a161-aeaf3788c0d6,Nicole Mitchell,Museum/gallery exhibitions officer,Soil scientist,6883.95
55040c79-af42-4671-b35f-e3a70511e3ad,Becky Johnson,Museum/gallery conservator,Architectural technologist,9473.76
2b56bc37-f3f5-49ea-a9f3-3549c2a6f6b8,Stephanie Parker,Garment/textile technologist,Video editor,5455.5
4354088e-eed5-4f25-917b-aa07581860f9,Dr. Gabrielle Ryan,Customer service manager,"Surveyor, minerals",8828.43
ff1e05f2-c4a9-4e1b-ba12-4b1b71827880,Michael Gibson,Art gallery manager,"Teacher, secondary school",7399.94
8821234c-f81f-4d32-b5ca-f88f3fe7bd50,Jasmine Williams,Stage manager,Freight forwarder,9194.66
610e59ea-b2ad-4ed8-b6f8-d2e31a8a0aaf,Megan Ross,Company secretary,Diplomatic Services operational officer,8086.1
b05f7c12-48ea-4b5b-8151-303da389aec5,Steven Carr,Writer,Dentist,6644.67
97bed4a0-0e74-48a5-a660-521bbe1ab19d,Jason Jackson,Legal executive,Therapeutic radiographer,6087.04
10396b0a-30ec-4eec-8152-f32a41e54855,Deborah Baker,Public librarian,Haematologist,9955.49
92fe39a2-2b20-43dd-a0f8-93c2bdc0aaec,Ashley Dominguez,Archivist,"Engineer, electrical",6345.53
c0685d39-2e3b-4651-9b64-b2a58308877e,Lori Garcia,"Designer, ceramics/pottery",Herpetologist,7630.07
fcee9e27-a15e-4882-95ad-e060b3f3111e,Howard Robinson,Personnel officer,Chief Financial Officer,9981.3
306d058d-1035-49c0-aab1-10efed5545b6,David Herrera,"Conservation officer, historic buildings",IT sales professional,6800.26
79413209-83db-48b6-b7f5-e4eed456b734,Misty Walker,Information officer,Research scientist (physical sciences),7835.81
cc900a71-1746-4e83-94ec-20f0d6636531,Curtis Jones,"Teacher, secondary school","Administrator, education",7950.71
deb5fef8-9e6e-4dab-961e-488a768e6ae8,Scott Maldonado,Nutritional therapist,"Engineer, water",6810.85
17a54f3e-8529-4010-8526-c695579bd507,Debra Evans,Prison officer,Landscape architect,3257.82
ab26c66a-9fe9-4675-b73b-2986b57be51c,Lindsey Nelson,Secretary/administrator,"Sound technician, broadcasting/film/video",8748.56
93eddb87-2dff-4899-9691-2500d51a966b,Christy Fry MD,Paramedic,Music therapist,3828.42
1614c2f4-f59a-4e34-8672-6dbbfd697628,Amanda Hardy,Heritage manager,"Engineer, civil (consulting)",6108.93
932b5951-db57-42b1-951c-e60b5ba2c607,Michael Holder,Public librarian,Hydrogeologist,8250.89
e2627313-e1f0-43af-a5c7-e8e3d89e2ea8,Kenneth Bennett,Acupuncturist,Emergency planning/management officer,9887.72
2c872296-330b-478d-9ab3-a13385bcb670,Jordan Thompson,"Accountant, chartered","Accountant, chartered certified",4768.5
592478c4-4132-45ba-a5e7-75028b51897c,Steven Phelps,Commercial art gallery manager,"Scientist, biomedical",9984.91
ad7a9b75-ea52-45a3-b03f-0e312d710d2b,Brianna Mcbride,Insurance risk surveyor,"Designer, furniture",8080.42
d39e6f88-93b6-4fdd-a481-0a0adcb055ae,Jason Cruz,"Designer, industrial/product",Cabin crew,7324.73
6db5b6f6-6675-4028-b88e-94644ee2d74c,Julia Sandoval,Scientific laboratory technician,Music therapist,6573.21
e42655f3-1235-4bb1-b887-e9f285df4a56,Elizabeth Chambers,Commercial art gallery manager,"Administrator, local government",5358.05
0bfe5e21-c181-4f2c-a156-2fc948e6ae84,Justin Collins,"Scientist, product/process development","Engineer, structural",5089.3
c766922a-a332-4608-8f08-5a9c53b24732,Oscar Carey,Patent examiner,"Programme researcher, broadcasting/film/video",7961.51
67a4d209-a99c-4089-9ecb-bf008b4a5f69,Michael Cantu,Financial planner,Research scientist (medical),6526.1
8f186769-b918-4795-8c17-9b40d4a936ad,Brenda Carroll,Newspaper journalist,Race relations officer,7611.38
c426d85e-4d8f-40ee-a635-ec9f6e6d42f8,Lori Kelly,Copy,Museum/gallery exhibitions officer,6985.21
eb9ce59f-39a6-4c86-bb95-343b8b4ee71e,Tammy Oneill,Landscape architect,"Administrator, education",3329.93
aee48b6c-1112-4ca7-b606-0ca0c3619d66,Robert Roman,Minerals surveyor,"Conservator, furniture",9455.88
e212965f-ec42-414a-a51e-78a68b898c71,Jaclyn Stone,Special educational needs teacher,Banker,7416.12
